,체력,공격,방어,스피드,특수공격,특수방어,점수,승률,포켓몬_번호,사용한_기술의_위력,결과
20944,51,48,38,34,22,22,30.0,79.0,871,74,1
20945,64,41,27,19,32,14,38.0,74.0,523,55,1
20946,80,33,36,22,28,23,1.0,20.0,710,35,0
20947,95,31,38,38,34,10,58.0,17.0,532,15,0
20948,66,30,34,37,11,21,21.0,51.0,250,68,1
20949,21,29,39,23,34,14,15.0,3.0,182,34,0
20950,98,32,11,18,24,39,47.0,79.0,750,82,1
20951,73,32,39,10,11,23,6.0,28.0,25,37,0
20952,66,38,22,13,26,23,24.0,27.0,188,8,0
20953,63,49,40,26,23,24,23.0,87.0,514,80,1
20954,60,44,32,22,38,23,73.0,16.0,149,15,0
20955,51,39,18,38,24,36,45.0,27.0,779,37,0
20956,43,26,25,30,14,32,75.0,77.0,300,84,1
20957,30,43,16,28,33,27,73.0,97.0,994,83,1
20958,92,34,31,25,25,11,7.0,55.0,941,78,1
20959,83,42,39,38,20,20,61.0,34.0,318,34,0
20960,22,48,20,10,35,19,15.0,10.0,397,38,0
20961,87,43,38,29,36,38,74.0,57.0,601,52,1
20962,31,34,40,14,31,31,35.0,18.0,71,14,0
20963,93,38,17,22,29,37,42.0,83.0,524,99,1
20964,48,22,18,12,12,22,11.0,55.0,869,92,1
20965,77,30,15,32,29,18,3.0,55.0,906,99,1
20966,49,47,12,33,23,35,63.0,82.0,920,55,1
20967,80,24,27,36,40,12,8.0,65.0,474,77,1
20968,91,42,33,33,16,39,67.0,68.0,792,65,1
20969,23,29,35,40,37,17,35.0,82.0,952,91,1
20970,46,23,12,18,18,33,13.0,89.0,874,87,1
20971,37,25,20,40,26,14,93.0,64.0,748,84,1
20972,74,23,33,38,23,13,97.0,62.0,268,81,1
20973,56,43,17,22,31,24,69.0,100.0,281,67,1
20974,72,48,12,34,10,28,61.0,67.0,652,54,1
20975,58,34,24,10,10,32,80.0,69.0,882,93,1
20976,58,38,36,40,23,36,98.0,85.0,406,83,1
20977,75,37,26,22,28,16,44.0,23.0,633,30,0
20978,79,50,29,29,36,22,70.0,59.0,370,78,1
20979,20,47,39,28,30,19,90.0,15.0,653,25,0
20980,57,31,11,20,17,22,91.0,26.0,605,8,0
20981,69,43,21,40,13,19,13.0,100.0,272,60,1
20982,32,43,34,14,31,32,64.0,21.0,104,7,0
20983,20,38,37,18,25,32,15.0,43.0,472,33,0
20984,70,44,10,15,19,13,99.0,19.0,670,33,0
20985,98,50,19,37,11,40,32.0,52.0,269,74,1
20986,99,31,24,10,31,20,35.0,84.0,984,99,1
20987,86,32,13,14,27,16,73.0,75.0,596,58,1
20988,77,40,24,39,40,29,70.0,75.0,419,89,1
20989,59,24,32,38,32,34,39.0,22.0,704,21,0
20990,55,42,18,23,30,22,99.0,99.0,43,75,1
20991,43,40,14,20,34,25,55.0,75.0,803,56,1
20992,40,35,26,13,29,30,38.0,22.0,706,48,0
20993,79,27,26,20,39,26,61.0,83.0,964,71,1
20994,49,29,18,24,30,10,17.0,61.0,420,65,1
20995,28,43,21,16,17,12,38.0,16.0,440,17,0
20996,33,21,10,37,34,32,6.0,48.0,362,32,0
20997,64,48,16,13,40,29,52.0,13.0,816,25,0
20998,97,39,29,10,17,10,77.0,42.0,189,11,0
20999,98,31,40,12,34,30,68.0,6.0,363,44,0
21000,99,25,17,28,38,34,80.0,7.0,827,29,0
21001,46,28,12,17,33,20,82.0,87.0,674,86,1
21002,72,29,32,17,13,16,55.0,98.0,990,91,1
21003,21,39,21,34,38,29,77.0,76.0,828,89,1
21004,66,40,18,20,34,34,15.0,8.0,626,28,0
21005,54,40,10,40,13,18,9.0,76.0,949,67,1
21006,64,32,20,35,21,26,7.0,65.0,602,93,1
21007,90,50,40,32,40,23,43.0,95.0,477,81,1
21008,49,20,29,25,15,17,14.0,55.0,464,64,1
21009,41,49,24,32,15,20,24.0,77.0,305,62,1
21010,100,32,20,29,10,33,91.0,96.0,454,55,1
21011,61,27,26,28,15,24,60.0,23.0,859,16,0
21012,35,49,14,12,32,17,57.0,92.0,968,80,1
21013,25,48,23,24,34,17,9.0,5.0,878,16,0
21014,84,50,25,20,35,33,23.0,52.0,920,88,1
21015,77,48,40,37,24,27,20.0,86.0,198,99,1
21016,51,36,36,20,19,24,5.0,73.0,532,55,1
21017,48,25,19,11,12,36,67.0,7.0,536,29,0
21018,26,31,37,30,32,39,35.0,13.0,615,16,0
21019,28,29,40,37,18,36,11.0,19.0,184,22,0
21020,51,41,38,38,28,24,27.0,17.0,288,10,0
21021,39,29,33,14,26,28,34.0,66.0,65,59,1
21022,29,21,10,24,39,35,73.0,48.0,301,23,0
21023,32,44,31,16,14,15,73.0,19.0,55,37,0
21024,20,48,19,20,40,27,7.0,84.0,666,85,1
21025,78,27,11,32,22,23,96.0,86.0,677,80,1
21026,84,44,10,26,27,37,53.0,23.0,560,31,0
21027,97,43,12,18,15,39,99.0,18.0,838,37,0
21028,81,47,36,20,17,33,57.0,24.0,818,20,0
21029,49,30,25,32,34,24,32.0,59.0,831,70,1
21030,86,37,40,18,17,21,72.0,81.0,852,51,1
21031,65,35,22,19,30,35,33.0,12.0,224,4,0
21032,77,41,38,24,34,39,68.0,41.0,856,10,0
21033,80,50,25,12,23,27,39.0,72.0,214,63,1
21034,94,45,39,12,20,38,79.0,66.0,112,83,1
21035,74,32,37,13,34,16,42.0,61.0,1022,64,1
21036,75,41,14,29,12,12,10.0,92.0,893,61,1
21037,43,41,19,18,33,39,62.0,54.0,217,50,1
21038,68,41,18,28,36,23,65.0,25.0,22,33,0
21039,75,46,19,23,26,38,10.0,36.0,958,20,0
21040,100,35,17,39,26,20,94.0,65.0,525,51,1
21041,85,27,31,13,39,15,26.0,89.0,812,58,1
21042,87,27,15,15,23,15,10.0,6.0,258,35,0
21043,42,21,30,33,35,16,3.0,67.0,83,99,1
21044,61,42,34,21,22,22,57.0,29.0,425,28,0
21045,23,43,39,25,24,38,93.0,48.0,879,25,0
21046,53,29,16,26,38,18,89.0,67.0,177,95,1
21047,79,37,36,29,30,18,97.0,11.0,465,2,0
21048,74,43,33,10,23,31,84.0,51.0,487,61,1
21049,54,23,12,31,34,20,56.0,8.0,506,46,0
21050,21,22,15,14,16,13,26.0,91.0,62,74,1
21051,96,45,26,13,18,40,15.0,15.0,877,21,0
21052,98,27,31,36,12,40,4.0,0.0,696,33,0
21053,40,38,21,23,37,11,24.0,78.0,215,85,1
21054,38,32,35,23,23,10,91.0,45.0,188,30,0
21055,47,47,24,30,26,23,78.0,18.0,730,34,0
21056,44,28,18,11,20,26,87.0,14.0,18,3,0
21057,29,35,36,36,10,16,17.0,73.0,143,69,1
21058,44,38,30,31,21,34,46.0,67.0,109,66,1
21059,24,24,38,17,35,28,47.0,5.0,811,17,0
21060,70,28,13,15,15,39,73.0,23.0,65,27,0
21061,32,46,29,26,24,23,50.0,66.0,630,61,1
21062,43,27,27,31,28,10,77.0,27.0,113,40,0
21063,35,25,16,16,32,20,30.0,79.0,987,50,1
21064,99,30,25,36,12,26,93.0,56.0,427,74,1
21065,94,29,37,36,16,38,72.0,10.0,844,38,0
21066,92,50,36,15,26,32,75.0,47.0,781,30,0
21067,34,35,14,14,27,17,72.0,83.0,227,57,1
21068,43,49,26,17,23,29,95.0,22.0,823,39,0
21069,54,40,35,12,40,31,41.0,98.0,951,87,1
21070,54,44,15,28,38,15,8.0,51.0,294,71,1
21071,47,26,20,21,13,25,52.0,93.0,194,99,1
21072,50,47,23,32,25,40,66.0,40.0,842,36,0
21073,99,32,31,28,18,31,92.0,55.0,591,100,1
21074,49,30,37,18,19,18,28.0,47.0,326,33,0
21075,93,40,37,26,40,18,81.0,80.0,261,81,1
21076,61,47,14,37,28,16,31.0,12.0,480,41,0
21077,69,37,34,25,27,22,24.0,87.0,491,53,1
21078,97,20,36,38,16,40,81.0,21.0,64,26,0
21079,86,50,29,19,20,22,42.0,14.0,627,26,0
21080,22,48,40,28,35,40,39.0,80.0,840,91,1
21081,21,34,12,23,38,30,91.0,19.0,286,46,0
21082,54,46,39,11,13,40,66.0,73.0,741,63,1
21083,62,23,17,27,26,10,37.0,57.0,191,70,1
21084,95,37,17,11,27,38,53.0,34.0,122,44,0
21085,70,50,23,14,31,38,18.0,38.0,289,37,0
21086,79,42,19,11,12,13,7.0,87.0,388,64,1
21087,40,25,32,39,33,21,55.0,28.0,710,46,0
21088,58,47,38,27,29,10,68.0,100.0,919,62,1
21089,96,27,10,26,38,10,100.0,58.0,546,86,1
21090,63,49,23,26,28,20,38.0,27.0,763,34,0
21091,86,21,36,20,38,24,40.0,39.0,803,8,0
21092,99,29,27,32,30,25,71.0,4.0,79,48,0
21093,46,34,11,37,25,13,74.0,54.0,99,60,1
21094,99,32,15,12,37,37,74.0,60.0,781,66,1
21095,50,40,14,29,29,10,0.0,17.0,491,18,0
21096,59,35,18,32,11,13,23.0,89.0,299,69,1
21097,83,44,36,33,39,26,93.0,32.0,771,13,0
21098,78,33,27,27,14,26,30.0,82.0,80,86,1
21099,46,30,23,25,38,35,34.0,77.0,750,53,1
21100,54,48,22,11,17,25,59.0,43.0,192,41,0
21101,96,28,18,12,33,18,67.0,1.0,391,21,0
21102,36,46,30,13,26,18,60.0,4.0,619,2,0
21103,39,31,23,22,33,20,5.0,76.0,733,58,1
21104,31,33,19,25,26,36,62.0,0.0,882,42,0
21105,33,45,20,25,16,31,22.0,9.0,426,41,0
21106,73,23,32,17,16,30,70.0,99.0,184,72,1
21107,25,28,12,37,34,11,18.0,87.0,39,95,1
21108,55,22,29,23,30,21,33.0,18.0,778,31,0
21109,50,23,11,36,24,22,16.0,4.0,914,7,0
21110,30,42,27,19,38,26,77.0,92.0,133,86,1
21111,26,44,10,14,39,24,72.0,73.0,520,84,1
21112,32,39,17,23,20,35,81.0,52.0,896,76,1
21113,20,30,19,25,39,13,38.0,65.0,600,92,1
21114,53,46,31,40,18,14,52.0,98.0,121,95,1
21115,24,40,34,13,18,23,88.0,54.0,645,50,1
21116,34,27,23,24,38,14,44.0,92.0,547,88,1
21117,67,46,16,36,17,11,48.0,45.0,312,4,0
21118,41,33,20,30,28,20,89.0,64.0,77,100,1
21119,45,22,15,27,10,18,24.0,56.0,677,93,1
21120,79,38,35,36,11,25,24.0,37.0,364,6,0
21121,25,44,21,30,26,32,9.0,29.0,355,15,0
21122,70,45,28,23,21,24,24.0,39.0,674,47,0
21123,55,37,33,23,12,34,38.0,54.0,104,51,1
21124,39,50,10,36,32,13,20.0,82.0,805,76,1
21125,88,48,40,22,32,23,100.0,12.0,532,35,0
21126,91,43,10,15,35,15,24.0,24.0,289,43,0
21127,86,48,10,15,12,21,30.0,41.0,721,47,0
21128,91,32,40,11,15,18,32.0,74.0,645,56,1
21129,24,41,11,17,24,37,23.0,86.0,23,65,1
21130,69,25,29,28,27,26,44.0,3.0,249,24,0
21131,62,32,30,26,19,26,1.0,94.0,319,66,1
21132,45,47,21,35,28,26,62.0,38.0,556,34,0
21133,93,23,18,34,18,32,24.0,48.0,291,11,0
21134,82,43,25,21,28,14,75.0,71.0,395,88,1
21135,41,44,24,40,12,18,28.0,28.0,938,35,0
21136,22,50,20,33,26,40,39.0,65.0,542,100,1
21137,69,23,18,25,24,34,7.0,90.0,253,79,1
21138,67,34,23,20,32,10,19.0,81.0,839,81,1
21139,96,23,36,30,21,35,29.0,93.0,221,52,1
21140,35,28,38,24,11,32,86.0,88.0,347,92,1
21141,40,48,35,21,31,33,73.0,71.0,903,71,1
21142,64,47,31,23,11,40,54.0,44.0,415,11,0
21143,74,34,25,13,30,17,70.0,28.0,524,28,0
21144,67,32,10,35,28,28,54.0,30.0,142,42,0
21145,80,30,29,20,35,15,35.0,45.0,865,11,0
21146,63,47,25,32,32,17,90.0,17.0,590,14,0
21147,31,35,26,33,26,26,71.0,95.0,917,65,1
21148,55,45,22,40,27,10,67.0,32.0,781,41,0
21149,25,41,26,26,40,28,83.0,36.0,668,17,0
21150,61,37,21,29,27,39,28.0,89.0,389,91,1
21151,40,49,36,37,12,18,38.0,68.0,757,63,1
21152,91,49,26,33,27,13,11.0,6.0,984,27,0
21153,36,26,38,12,21,12,91.0,26.0,319,19,0
21154,52,34,15,33,10,13,22.0,68.0,537,52,1
21155,20,26,21,33,36,38,70.0,59.0,914,92,1
21156,65,43,33,34,39,18,65.0,30.0,746,19,0
21157,37,36,19,25,11,15,0.0,60.0,725,80,1
21158,29,25,19,14,11,37,21.0,93.0,312,85,1
21159,69,41,34,29,30,33,35.0,38.0,420,37,0
21160,58,20,10,33,11,38,43.0,3.0,967,24,0
21161,64,21,34,40,16,25,20.0,2.0,337,17,0
21162,80,37,36,29,14,29,69.0,2.0,35,37,0
21163,51,43,21,10,15,18,37.0,50.0,967,97,1
21164,91,20,27,37,31,31,88.0,30.0,283,47,0
21165,75,41,40,29,21,22,73.0,95.0,523,62,1
21166,67,20,38,30,27,36,24.0,55.0,770,70,1
21167,75,42,23,38,23,10,92.0,36.0,930,34,0
21168,75,33,20,32,40,17,91.0,20.0,356,36,0
21169,53,49,23,25,34,30,33.0,39.0,490,28,0
21170,38,35,15,15,13,21,25.0,11.0,751,37,0
21171,24,42,39,21,16,35,54.0,40.0,380,10,0
21172,72,39,26,24,39,40,88.0,82.0,303,96,1
21173,55,27,33,38,13,36,32.0,71.0,973,59,1
21174,48,29,26,27,34,38,75.0,59.0,264,98,1
21175,37,23,26,25,16,32,80.0,13.0,387,30,0
21176,78,29,32,27,24,17,93.0,93.0,282,69,1
21177,60,38,30,24,13,26,29.0,13.0,633,7,0
21178,95,27,36,22,19,13,65.0,65.0,752,71,1
21179,61,50,17,10,30,26,31.0,80.0,454,82,1
21180,65,31,29,34,24,22,43.0,38.0,993,33,0
21181,54,21,14,35,32,27,14.0,62.0,821,70,1
21182,83,31,19,37,21,13,79.0,1.0,504,33,0
21183,63,46,35,31,14,25,97.0,53.0,104,79,1
21184,23,27,25,25,28,18,78.0,91.0,637,99,1
21185,76,24,25,23,10,10,5.0,74.0,484,83,1
21186,95,45,10,25,15,38,33.0,100.0,401,73,1
21187,55,50,14,18,24,10,86.0,7.0,790,0,0
21188,96,26,35,29,17,29,29.0,90.0,473,90,1
21189,32,23,13,38,19,14,22.0,86.0,286,66,1
21190,79,29,12,17,37,34,52.0,71.0,851,86,1
21191,91,47,30,16,10,14,78.0,21.0,54,11,0
21192,81,50,37,10,30,10,30.0,94.0,67,60,1
21193,88,34,35,24,21,32,29.0,52.0,171,94,1
21194,60,38,17,30,13,28,48.0,42.0,308,29,0
21195,79,44,11,14,29,19,1.0,86.0,50,71,1
21196,20,24,15,28,22,16,30.0,1.0,992,3,0
21197,87,35,17,31,29,32,58.0,22.0,573,15,0
21198,85,42,16,33,30,11,89.0,75.0,409,98,1
21199,52,35,40,31,18,22,62.0,60.0,904,76,1
21200,81,22,22,18,36,24,17.0,19.0,466,37,0
21201,91,35,27,39,32,33,55.0,79.0,806,75,1
21202,41,26,37,15,27,27,9.0,86.0,280,62,1
21203,54,39,29,16,30,17,30.0,58.0,727,98,1
21204,60,47,19,16,40,32,32.0,46.0,540,0,0
21205,74,48,24,16,33,35,52.0,75.0,888,62,1
21206,39,39,16,34,27,21,39.0,0.0,78,35,0
21207,95,29,20,22,35,35,13.0,68.0,425,76,1
21208,25,43,24,30,32,16,47.0,82.0,259,58,1
21209,58,45,20,35,35,28,88.0,82.0,632,57,1
21210,29,31,38,40,18,28,52.0,79.0,642,80,1
21211,71,26,11,13,11,32,64.0,64.0,502,59,1
21212,93,44,17,26,17,39,32.0,83.0,339,71,1
21213,100,45,30,27,39,27,51.0,92.0,733,58,1
21214,95,22,40,36,17,39,68.0,53.0,27,60,1
21215,98,20,23,24,38,13,79.0,58.0,713,66,1
21216,46,40,25,25,27,28,75.0,90.0,530,79,1
21217,60,48,36,28,23,18,50.0,51.0,667,72,1
21218,23,26,10,27,11,27,20.0,81.0,918,79,1
21219,23,44,26,38,31,13,97.0,83.0,998,78,1
21220,91,34,29,20,24,36,67.0,28.0,236,6,0
21221,51,22,23,29,29,26,7.0,97.0,557,64,1
21222,22,40,40,17,38,36,100.0,42.0,200,8,0
21223,78,25,40,28,11,37,29.0,29.0,1007,33,0
21224,50,22,22,15,11,32,0.0,85.0,113,100,1
21225,88,31,32,27,40,24,30.0,65.0,991,71,1
21226,55,28,39,21,20,14,81.0,66.0,614,76,1
21227,93,23,33,33,23,18,93.0,21.0,748,43,0
21228,39,47,29,25,36,19,54.0,71.0,307,69,1
21229,46,32,19,21,18,23,78.0,1.0,611,39,0
21230,29,25,32,40,33,39,33.0,46.0,757,15,0
21231,79,46,28,22,25,12,47.0,78.0,269,88,1
21232,66,32,10,10,16,36,31.0,3.0,142,0,0
21233,77,20,31,34,30,16,16.0,79.0,958,100,1
21234,43,37,13,10,13,14,78.0,27.0,568,46,0
21235,58,33,20,37,18,27,32.0,32.0,229,19,0
21236,74,26,12,12,22,36,83.0,73.0,815,54,1
21237,56,46,29,20,15,21,43.0,61.0,674,61,1
21238,98,24,24,36,27,33,43.0,60.0,536,88,1
21239,24,35,23,18,11,36,15.0,100.0,913,70,1
21240,100,22,37,35,13,22,48.0,36.0,427,31,0
21241,36,40,35,10,17,27,79.0,65.0,730,55,1
21242,70,24,39,21,31,32,30.0,80.0,950,50,1
21243,55,21,18,40,11,21,3.0,43.0,45,38,0
21244,41,20,32,25,36,24,6.0,53.0,836,83,1
21245,50,43,33,22,32,29,87.0,43.0,1,36,0
21246,64,44,23,38,28,29,23.0,13.0,305,37,0
21247,21,45,34,25,26,37,59.0,40.0,862,29,0
21248,81,40,25,38,23,14,9.0,2.0,171,47,0
21249,63,37,36,17,26,16,58.0,66.0,958,52,1
21250,87,40,11,12,30,27,27.0,11.0,613,28,0
21251,37,50,40,35,14,12,82.0,90.0,703,81,1
21252,47,33,39,29,11,17,33.0,5.0,993,39,0
21253,87,36,13,21,21,27,15.0,22.0,569,23,0
21254,93,42,16,22,30,23,46.0,29.0,524,30,0
21255,38,25,23,18,21,17,53.0,71.0,900,86,1
21256,79,40,19,32,11,38,17.0,87.0,271,91,1
21257,61,29,37,17,20,26,75.0,10.0,845,44,0
21258,100,45,29,28,11,11,28.0,58.0,835,82,1
21259,97,21,40,35,25,33,21.0,74.0,137,77,1
21260,69,23,18,38,22,36,57.0,15.0,902,35,0
21261,20,41,28,30,17,17,14.0,50.0,735,94,1
21262,40,24,36,26,27,16,19.0,32.0,324,40,0
21263,28,43,36,10,38,38,74.0,74.0,769,85,1
21264,56,47,26,15,32,12,1.0,90.0,119,88,1
21265,31,24,30,29,32,11,41.0,77.0,1019,55,1
21266,33,40,14,37,30,31,86.0,63.0,856,58,1
21267,89,22,35,13,25,14,5.0,85.0,278,85,1
21268,57,44,21,15,29,36,48.0,21.0,248,29,0
21269,89,27,30,28,29,18,52.0,34.0,535,19,0
21270,99,30,30,28,16,15,91.0,30.0,111,30,0
21271,20,39,13,14,12,31,41.0,49.0,90,35,0
21272,53,43,14,33,24,14,100.0,73.0,133,53,1
21273,30,31,11,18,32,11,94.0,49.0,107,10,0
21274,41,36,25,10,30,28,19.0,19.0,616,26,0
21275,80,46,31,15,37,35,45.0,78.0,260,67,1
21276,45,32,25,17,21,29,98.0,82.0,667,82,1
21277,84,26,22,31,31,23,51.0,53.0,906,96,1
21278,73,45,16,39,36,11,29.0,94.0,847,58,1
21279,24,40,34,30,36,11,62.0,19.0,538,23,0
21280,84,34,20,21,16,33,87.0,11.0,459,30,0
21281,93,28,25,37,23,17,73.0,7.0,550,45,0
21282,59,25,16,37,30,22,20.0,96.0,454,55,1
21283,54,34,39,15,24,18,60.0,0.0,857,6,0
21284,88,28,33,39,11,37,40.0,47.0,595,45,0
21285,23,44,21,29,40,25,81.0,97.0,486,59,1
21286,50,23,37,39,19,36,7.0,51.0,201,53,1
21287,48,28,37,27,29,17,19.0,52.0,612,54,1
21288,57,21,32,10,25,32,5.0,36.0,323,24,0
21289,68,20,23,22,14,32,69.0,66.0,303,51,1
21290,96,42,18,27,33,11,64.0,94.0,950,93,1
21291,57,40,38,34,37,31,78.0,69.0,586,51,1
21292,79,21,10,21,21,16,69.0,89.0,145,79,1
21293,37,46,17,26,27,15,47.0,100.0,808,84,1
21294,25,45,13,36,17,36,31.0,28.0,71,44,0
21295,26,34,15,33,19,22,47.0,46.0,121,40,0
21296,46,27,23,29,10,23,100.0,11.0,187,10,0
21297,39,45,32,25,24,14,44.0,91.0,344,83,1
21298,66,26,26,12,17,20,73.0,71.0,952,56,1
21299,70,34,36,27,13,21,74.0,71.0,184,53,1
21300,66,20,37,10,11,28,49.0,30.0,498,45,0
21301,94,42,10,13,25,32,53.0,30.0,134,42,0
21302,88,48,36,31,20,30,33.0,26.0,64,29,0
21303,61,30,31,39,24,14,95.0,35.0,635,31,0
21304,39,36,35,21,19,27,27.0,95.0,26,99,1
21305,53,48,33,29,20,25,54.0,14.0,932,45,0
21306,73,28,23,16,31,23,64.0,35.0,355,14,0
21307,39,45,10,38,12,36,61.0,44.0,943,27,0
21308,82,36,17,20,18,16,21.0,53.0,990,66,1
21309,59,30,34,30,35,25,5.0,62.0,977,86,1
21310,42,48,39,33,15,12,5.0,30.0,47,38,0
21311,77,32,36,10,36,13,2.0,75.0,320,71,1
21312,80,23,31,31,22,15,42.0,57.0,499,83,1
21313,77,37,33,27,18,11,49.0,71.0,93,95,1
21314,50,20,34,25,38,12,40.0,85.0,606,57,1
21315,28,34,23,27,38,11,84.0,25.0,1002,0,0
21316,73,23,23,29,10,38,32.0,51.0,953,88,1
21317,32,37,26,12,30,31,90.0,79.0,131,67,1
21318,77,31,38,14,25,39,90.0,35.0,569,27,0
21319,75,30,29,36,33,20,86.0,32.0,913,13,0
21320,55,28,31,25,21,31,56.0,70.0,643,70,1
21321,30,38,31,37,32,15,57.0,48.0,150,47,0
21322,92,24,33,13,40,24,60.0,64.0,1022,66,1
21323,37,45,20,17,22,36,51.0,94.0,395,69,1
21324,91,44,22,25,19,36,33.0,3.0,155,34,0
21325,87,41,27,18,39,29,28.0,87.0,540,99,1
21326,52,21,40,33,18,29,1.0,79.0,145,83,1
21327,75,41,23,36,33,25,99.0,73.0,506,75,1
21328,98,36,38,19,20,25,68.0,60.0,308,96,1
21329,82,48,38,14,38,16,52.0,42.0,405,2,0
21330,33,48,27,10,16,18,76.0,60.0,432,59,1
21331,98,33,10,13,10,18,89.0,96.0,432,62,1
21332,23,31,39,17,27,29,98.0,73.0,339,86,1
21333,45,35,39,37,35,25,43.0,79.0,879,63,1
21334,42,40,39,34,10,22,10.0,15.0,455,33,0
21335,34,30,39,36,17,28,13.0,7.0,273,29,0
21336,55,24,19,18,30,17,61.0,43.0,914,30,0
21337,25,34,18,39,25,31,0.0,74.0,367,83,1
21338,79,40,13,13,18,21,61.0,32.0,844,19,0
21339,37,39,23,27,27,25,93.0,47.0,700,0,0
21340,74,30,23,39,19,28,32.0,14.0,318,32,0
21341,47,31,37,35,28,10,86.0,1.0,384,14,0
21342,94,24,16,22,39,33,25.0,69.0,588,90,1
21343,60,40,22,13,15,22,0.0,18.0,11,38,0
21344,40,45,37,27,31,16,93.0,78.0,515,50,1
21345,95,36,28,33,25,21,91.0,0.0,772,33,0
21346,39,40,32,15,36,24,63.0,36.0,115,23,0
21347,49,44,40,34,27,30,55.0,24.0,292,49,0
21348,24,34,27,28,40,36,28.0,82.0,467,78,1
21349,40,49,21,18,16,25,43.0,1.0,839,17,0
21350,36,40,40,12,22,23,60.0,10.0,179,47,0
21351,80,31,30,24,32,29,64.0,67.0,728,92,1
21352,90,40,20,16,15,28,91.0,27.0,362,43,0
21353,84,31,24,27,32,32,81.0,9.0,992,11,0
21354,94,49,13,26,32,17,8.0,19.0,66,11,0
21355,26,40,20,19,31,24,78.0,74.0,526,60,1
21356,21,27,27,34,34,37,35.0,43.0,207,33,0
21357,38,27,28,19,25,27,70.0,32.0,386,27,0
21358,81,40,22,35,25,29,43.0,3.0,762,0,0
21359,35,24,30,34,23,14,19.0,60.0,372,87,1
21360,49,35,22,40,34,25,76.0,87.0,152,88,1
21361,31,30,10,11,26,19,88.0,59.0,990,60,1
21362,89,50,15,38,22,38,96.0,66.0,310,95,1
21363,68,37,27,34,14,29,80.0,18.0,271,8,0
21364,96,20,22,14,15,16,25.0,14.0,717,1,0
21365,88,24,25,23,22,35,25.0,22.0,896,42,0
21366,35,27,14,19,39,12,86.0,75.0,957,51,1
21367,69,22,18,21,27,14,5.0,96.0,1003,91,1
21368,46,26,40,14,24,16,59.0,85.0,354,75,1
21369,70,42,10,29,33,10,36.0,53.0,396,52,1
21370,100,40,32,27,26,17,5.0,100.0,526,67,1
21371,46,36,38,25,30,10,76.0,29.0,828,38,0
21372,62,27,19,25,12,35,44.0,73.0,781,96,1
21373,26,40,11,17,40,36,25.0,21.0,46,34,0
21374,38,50,17,13,28,25,44.0,75.0,270,59,1
21375,56,46,10,25,32,25,86.0,76.0,996,68,1
21376,27,49,33,24,24,19,55.0,92.0,324,99,1
21377,56,20,19,28,11,40,47.0,89.0,485,55,1
21378,94,41,18,11,40,10,40.0,12.0,618,35,0
21379,72,38,35,22,38,24,50.0,94.0,163,74,1
21380,49,38,26,30,31,15,58.0,92.0,769,72,1
21381,91,44,36,19,40,21,68.0,77.0,243,74,1
21382,67,39,35,28,27,11,79.0,59.0,479,71,1
21383,34,39,28,12,38,13,96.0,55.0,639,74,1
21384,80,34,40,38,26,10,52.0,22.0,756,26,0
21385,73,32,35,38,33,11,98.0,28.0,845,28,0
21386,71,34,11,36,13,40,39.0,24.0,459,18,0
21387,62,29,31,35,23,36,91.0,50.0,274,86,1
21388,90,45,13,31,16,34,50.0,81.0,722,68,1
21389,100,43,30,36,36,20,39.0,58.0,751,100,1
21390,95,22,28,12,13,17,28.0,72.0,6,51,1
21391,63,22,25,10,28,37,54.0,67.0,985,87,1
21392,81,33,21,12,20,29,10.0,14.0,987,3,0
21393,69,26,31,32,25,19,20.0,61.0,240,64,1
21394,66,46,30,28,18,27,40.0,3.0,594,4,0
21395,61,34,12,15,25,38,81.0,64.0,871,60,1
21396,27,41,21,10,17,30,93.0,18.0,893,22,0
21397,54,22,24,15,19,39,82.0,24.0,155,41,0
21398,23,28,37,22,10,23,95.0,28.0,878,32,0
21399,87,21,23,20,37,31,22.0,27.0,362,10,0
21400,100,45,38,40,29,20,78.0,83.0,267,96,1
21401,82,36,36,20,21,26,1.0,57.0,481,76,1
21402,58,22,15,18,28,11,21.0,2.0,357,47,0
21403,79,41,35,12,15,35,34.0,34.0,600,6,0
21404,64,35,25,33,14,37,45.0,44.0,855,7,0
21405,25,46,33,33,13,34,90.0,72.0,229,76,1
21406,48,37,11,22,35,36,37.0,81.0,76,95,1
21407,24,43,39,12,25,10,36.0,50.0,863,85,1
21408,82,47,18,11,11,11,3.0,64.0,330,89,1
21409,67,29,28,37,17,18,53.0,83.0,592,97,1
21410,52,21,25,25,11,20,43.0,16.0,401,3,0
21411,28,38,16,32,38,32,68.0,62.0,116,63,1
21412,100,43,39,23,11,34,85.0,98.0,513,54,1
21413,42,38,27,26,19,40,35.0,45.0,620,48,0
21414,25,33,11,10,16,31,1.0,77.0,138,50,1
21415,100,27,27,13,10,37,20.0,63.0,676,95,1
21416,98,50,19,20,14,26,23.0,19.0,668,21,0
21417,64,25,21,36,10,14,13.0,45.0,710,12,0
21418,71,22,35,13,20,26,84.0,80.0,389,89,1
21419,80,27,37,21,24,37,36.0,5.0,439,46,0
21420,59,32,40,34,25,35,37.0,25.0,129,16,0
21421,38,48,34,27,10,23,6.0,78.0,911,64,1
21422,61,49,20,25,10,12,66.0,100.0,369,59,1
21423,81,45,32,32,32,19,58.0,44.0,587,42,0
