,스킬이름,타입,위력,포켓몬
16519,전기쇼크,전기,40,빠르모트
16520,자극을,상대에게,공격한다.,빠르모트
16521,전광석화,노말,40,빠르모트
16522,보이지,않는,속도로,빠르모트
16523,충전,전기,0,빠르모트
16524,턴에,쓸,기술의,빠르모트
16525,볼부비부비,전기,20,빠르모트
16526,흐르는,볼을,공격한다.,빠르모트
16527,구멍파기,땅,80,빠르모트
16528,땅속으로,파고들어,상대를,빠르모트
16529,물기,악,60,빠르모트
16530,뾰족한,이빨로,공격한다.,빠르모트
16531,스파크,전기,65,빠르모트
16532,둘러,돌진하여,마비,빠르모트
16533,손바닥치기,격투,15,빠르모트
16534,양손으로,상대를,쳐서,빠르모트
16535,전기자석파,전기,0,빠르모트
16536,전격을,날려서,마비,빠르모트
16537,힘껏치기,노말,80,빠르모트
16538,꼬리나,덩굴,사용해,빠르모트
16539,동료만들기,노말,0,빠르모트
16540,리듬으로,춤춘다.,흉내,빠르모트
16541,인파이트,격투,120,빠르모트
16542,포기하고,상대,깊숙이,빠르모트
16543,방전,전기,80,빠르모트
16544,전격으로,주위에,모두를,빠르모트
16545,고속이동,에스퍼,0,빠르모트
16546,빼고,몸을,해,빠르모트
16547,전광쌍격,전기,120,빠르모트
16548,전기를,모두,큰,빠르모트
16549,막치기,노말,40,두리쥐
16550,꼬리나,손,사용하여,두리쥐
16551,초롱초롱눈동자,페어리,0,두리쥐
16552,눈동자로,상대를,공격을,두리쥐
16553,에코보이스,노말,40,두리쥐
16554,목소리로,상대를,매,두리쥐
16555,도우미,노말,0,두리쥐
16556,돕는다.,도움받은,쓰는,두리쥐
16557,분노의앞니,노말,0,두리쥐
16558,앞니로,강하게,공격한다.,두리쥐
16559,더블어택,노말,35,두리쥐
16560,등을,써서,때려,두리쥐
16561,씨기관총,풀,25,두리쥐
16562,기세,좋게,발사하여,두리쥐
16563,앙코르,노말,0,두리쥐
16564,앙코르를,외쳐서,3번,두리쥐
16565,치근거리기,페어리,90,두리쥐
16566,치근거리며,공격한다.,공격을,두리쥐
16567,하이퍼보이스,노말,90,두리쥐
16568,울리는,큰,상대에게,두리쥐
16569,애교부리기,페어리,0,두리쥐
16570,바라보고,방심을,상대의,두리쥐
16571,집단구타,악,0,두리쥐
16572,편,전원이,동료,두리쥐
16573,흉내쟁이,노말,0,두리쥐
16574,나온,기술을,내어,두리쥐
16575,찍찍베기,노말,20,두리쥐
16576,동료들을,모아서,콤비네이션으로,두리쥐
16577,날따름,노말,0,파밀리쥐
16578,주목시켜,상대로부터의,모두,파밀리쥐
16579,정리정돈,노말,0,파밀리쥐
16580,"스텔스록,","끈적끈적네트,",대타출동을,파밀리쥐
16581,막치기,노말,40,파밀리쥐
16582,꼬리나,손,사용하여,파밀리쥐
16583,초롱초롱눈동자,페어리,0,파밀리쥐
16584,눈동자로,상대를,공격을,파밀리쥐
16585,에코보이스,노말,40,파밀리쥐
16586,목소리로,상대를,매,파밀리쥐
16587,도우미,노말,0,파밀리쥐
16588,돕는다.,도움받은,쓰는,파밀리쥐
16589,분노의앞니,노말,0,파밀리쥐
16590,앞니로,강하게,공격한다.,파밀리쥐
16591,더블어택,노말,35,파밀리쥐
16592,등을,써서,때려,파밀리쥐
16593,씨기관총,풀,25,파밀리쥐
16594,기세,좋게,발사하여,파밀리쥐
16595,앙코르,노말,0,파밀리쥐
16596,앙코르를,외쳐서,3번,파밀리쥐
16597,치근거리기,페어리,90,파밀리쥐
16598,치근거리며,공격한다.,공격을,파밀리쥐
16599,하이퍼보이스,노말,90,파밀리쥐
16600,울리는,큰,상대에게,파밀리쥐
16601,애교부리기,페어리,0,파밀리쥐
16602,바라보고,방심을,상대의,파밀리쥐
16603,집단구타,악,0,파밀리쥐
16604,편,전원이,동료,파밀리쥐
16605,흉내쟁이,노말,0,파밀리쥐
16606,나온,기술을,내어,파밀리쥐
16607,찍찍베기,노말,20,파밀리쥐
16608,동료들을,모아서,콤비네이션으로,파밀리쥐
16609,몸통박치기,노말,40,쫀도기
16610,향해서,몸,부딪쳐가며,쫀도기
16611,울음소리,노말,0,쫀도기
16612,울음소리를,들려주고,끌어,쫀도기
16613,핥기,고스트,30,쫀도기
16614,혀로,상대를,공격한다.,쫀도기
16615,꼬리흔들기,노말,0,쫀도기
16616,좌우로,귀엽게,방심을,쫀도기
16617,탐내기,노말,60,쫀도기
16618,애교,부리며,다가가,쫀도기
16619,물기,악,60,쫀도기
16620,뾰족한,이빨로,공격한다.,쫀도기
16621,초롱초롱눈동자,페어리,0,쫀도기
16622,눈동자로,상대를,공격을,쫀도기
16623,치근거리기,페어리,90,쫀도기
16624,치근거리며,공격한다.,공격을,쫀도기
16625,분발,노말,0,쫀도기
16626,배턴터치,노말,0,쫀도기
16627,포켓몬과,바뀐다.,변화는,쫀도기
16628,울부짖기,노말,0,쫀도기
16629,도망가게,해서,포켓몬을,쫀도기
16630,이판사판태클,노말,120,쫀도기
16631,걸고,상대에게,공격을,쫀도기
16632,애교부리기,페어리,0,쫀도기
16633,바라보고,방심을,상대의,쫀도기
16634,깨물어부수기,악,80,쫀도기
16635,이빨로,상대를,부숴서,쫀도기
16636,비장의무기,노말,140,쫀도기
16637,중에,기억하고,기술을,쫀도기
16638,몸통박치기,노말,40,바우첼
16639,향해서,몸,부딪쳐가며,바우첼
16640,울음소리,노말,0,바우첼
16641,울음소리를,들려주고,끌어,바우첼
16642,핥기,고스트,30,바우첼
16643,혀로,상대를,공격한다.,바우첼
16644,꼬리흔들기,노말,0,바우첼
16645,좌우로,귀엽게,방심을,바우첼
16646,탐내기,노말,60,바우첼
16647,애교,부리며,다가가,바우첼
16648,물기,악,60,바우첼
16649,뾰족한,이빨로,공격한다.,바우첼
16650,초롱초롱눈동자,페어리,0,바우첼
16651,눈동자로,상대를,공격을,바우첼
16652,치근거리기,페어리,90,바우첼
16653,치근거리며,공격한다.,공격을,바우첼
16654,분발,노말,0,바우첼
16655,배턴터치,노말,0,바우첼
16656,포켓몬과,바뀐다.,변화는,바우첼
16657,울부짖기,노말,0,바우첼
16658,도망가게,해서,포켓몬을,바우첼
16659,이판사판태클,노말,120,바우첼
16660,걸고,상대에게,공격을,바우첼
16661,애교부리기,페어리,0,바우첼
16662,바라보고,방심을,상대의,바우첼
16663,깨물어부수기,악,80,바우첼
16664,이빨로,상대를,부숴서,바우첼
16665,비장의무기,노말,140,바우첼
16666,중에,기억하고,기술을,바우첼
16667,몸통박치기,노말,40,미니브
16668,향해서,몸,부딪쳐가며,미니브
16669,달콤한향기,노말,0,미니브
16670,흡수,풀,20,미니브
16671,흡수하여,공격한다.,입힌,미니브
16672,성장,노말,0,미니브
16673,일시에,크게,공격과,미니브
16674,잎날가르기,풀,55,미니브
16675,날려,상대를,공격한다.,미니브
16676,도우미,노말,0,미니브
16677,돕는다.,도움받은,쓰는,미니브
16678,바둥바둥,노말,0,미니브
16679,난동,부려서,자신의,미니브
16680,메가드레인,풀,40,미니브
16681,흡수하여,공격한다.,입힌,미니브
16682,그래스필드,풀,0,미니브
16683,동안,그래스필드로,땅에,미니브
16684,씨폭탄,풀,80,미니브
16685,껍질을,가지고,큰,미니브
16686,에너지볼,풀,90,미니브
16687,모은,생명의,발사한다.,미니브
16688,씨뿌리기,풀,0,미니브
16689,뿌려진,상대의,매,미니브
16690,대지의파동,노말,50,미니브
16691,힘을,빌려서,사용했을,미니브
16692,몸통박치기,노말,40,올리뇨
16693,향해서,몸,부딪쳐가며,올리뇨
16694,달콤한향기,노말,0,올리뇨
16695,흡수,풀,20,올리뇨
16696,흡수하여,공격한다.,입힌,올리뇨
16697,성장,노말,0,올리뇨
16698,일시에,크게,공격과,올리뇨
16699,잎날가르기,풀,55,올리뇨
16700,날려,상대를,공격한다.,올리뇨
16701,도우미,노말,0,올리뇨
16702,돕는다.,도움받은,쓰는,올리뇨
16703,바둥바둥,노말,0,올리뇨
16704,난동,부려서,자신의,올리뇨
16705,메가드레인,풀,40,올리뇨
16706,흡수하여,공격한다.,입힌,올리뇨
16707,그래스필드,풀,0,올리뇨
16708,동안,그래스필드로,땅에,올리뇨
16709,씨폭탄,풀,80,올리뇨
16710,껍질을,가지고,큰,올리뇨
16711,에너지볼,풀,90,올리뇨
16712,모은,생명의,발사한다.,올리뇨
16713,씨뿌리기,풀,0,올리뇨
16714,뿌려진,상대의,매,올리뇨
16715,대지의파동,노말,50,올리뇨
16716,힘을,빌려서,사용했을,올리뇨
16717,미러코트,에스퍼,0,올리르바
16718,받은,특수공격의,2배로,올리르바
16719,신비의부적,노말,0,올리르바
16720,동안,이상한,보호를,올리르바
16721,몸통박치기,노말,40,올리르바
16722,향해서,몸,부딪쳐가며,올리르바
16723,달콤한향기,노말,0,올리르바
16724,흡수,풀,20,올리르바
16725,흡수하여,공격한다.,입힌,올리르바
16726,성장,노말,0,올리르바
16727,일시에,크게,공격과,올리르바
16728,잎날가르기,풀,55,올리르바
16729,날려,상대를,공격한다.,올리르바
16730,도우미,노말,0,올리르바
16731,돕는다.,도움받은,쓰는,올리르바
16732,바둥바둥,노말,0,올리르바
16733,난동,부려서,자신의,올리르바
16734,메가드레인,풀,40,올리르바
16735,흡수하여,공격한다.,입힌,올리르바
16736,그래스필드,풀,0,올리르바
16737,동안,그래스필드로,땅에,올리르바
16738,씨폭탄,풀,80,올리르바
16739,껍질을,가지고,큰,올리르바
16740,에너지볼,풀,90,올리르바
16741,모은,생명의,발사한다.,올리르바
16742,씨뿌리기,풀,0,올리르바
16743,뿌려진,상대의,매,올리르바
16744,대지의파동,노말,50,올리르바
16745,힘을,빌려서,사용했을,올리르바
16746,꽃보라,풀,90,올리르바
16747,꽃보라를,일으켜서,있는,올리르바
16748,꽃잎댄스,풀,120,올리르바
16749,동안,꽃을,상대를,올리르바
16750,울음소리,노말,0,시비꼬
16751,울음소리를,들려주고,끌어,시비꼬
16752,쪼기,비행,35,시비꼬
16753,뾰족한,부리나,상대를,시비꼬
16754,흉내내기,노말,0,시비꼬
16755,마지막에,사용한,배틀을,시비꼬
16756,전광석화,노말,40,시비꼬
16757,보이지,않는,속도로,시비꼬
16758,트집,악,0,시비꼬
16759,트집을,잡아서,기술을,시비꼬
16760,제비반환,비행,60,시비꼬
16761,움직임으로,상대를,벤다.,시비꼬
16762,마구찌르기,노말,15,시비꼬
16763,부리로,상대를,공격한다.,시비꼬
16764,도발,악,0,시비꼬
16765,화나게,한다.,동안,시비꼬
16766,소란피기,노말,90,시비꼬
16767,동안,소란,공격한다.,시비꼬
16768,흉내쟁이,노말,0,시비꼬
16769,나온,기술을,내어,시비꼬
16770,공중날기,비행,90,시비꼬
16771,하늘을,날아,상대를,시비꼬
16772,객기,노말,70,시비꼬
16773,"독,","마비,",상태일,시비꼬
16774,뽐내기,노말,0,시비꼬
16775,화내게,해서,분노로,시비꼬
16776,브레이브버드,비행,120,시비꼬
16777,접어,저공비행으로,자신도,시비꼬
16778,날개쉬기,비행,0,시비꼬
16779,내려와,몸을,한다.,시비꼬
16780,기사회생,격투,0,시비꼬
16781,쥐어짜서,공격한다.,HP가,시비꼬
16782,몸통박치기,노말,40,베베솔트
16783,향해서,몸,부딪쳐가며,베베솔트
16784,단단해지기,노말,0,베베솔트
16785,힘을,담아,단단하게,베베솔트
16786,돌떨구기,바위,50,베베솔트
16787,바위를,들어올려,내던져서,베베솔트
16788,머드샷,땅,55,베베솔트
16789,덩어리를,상대에게,공격한다.,베베솔트
16790,떨어뜨리기,바위,50,베베솔트
16791,구슬을,던져서,있는,베베솔트
16792,록커트,바위,0,베베솔트
16793,몸을,갈아,저항을,베베솔트
16794,박치기,노말,70,베베솔트
16795,내밀어,곧장,공격한다.,베베솔트
16796,철벽,강철,0,베베솔트
16797,쇠처럼,단단하게,자신의,베베솔트
16798,HP회복,노말,0,베베솔트
16799,재생시켜,자신의,HP의,베베솔트
16800,스톤샤워,바위,75,베베솔트
16801,바위를,세차게,공격한다.,베베솔트
16802,스텔스록,바위,0,베베솔트
16803,주위에,무수한,띄워,베베솔트
16804,헤비봄버,강철,0,베베솔트
16805,몸으로,상대에게,공격한다.,베베솔트
16806,지진,땅,100,베베솔트
16807,충격으로,자신의,있는,베베솔트
16808,스톤에지,바위,100,베베솔트
16809,바위를,상대에게,공격한다.,베베솔트
16810,몸통박치기,노말,40,스태솔트
16811,향해서,몸,부딪쳐가며,스태솔트
16812,단단해지기,노말,0,스태솔트
16813,힘을,담아,단단하게,스태솔트
16814,소금절이,바위,40,스태솔트
16815,소금절이,상태로,매,스태솔트
16816,돌떨구기,바위,50,스태솔트
16817,바위를,들어올려,내던져서,스태솔트
16818,머드샷,땅,55,스태솔트
16819,덩어리를,상대에게,공격한다.,스태솔트
16820,떨어뜨리기,바위,50,스태솔트
16821,구슬을,던져서,있는,스태솔트
16822,록커트,바위,0,스태솔트
16823,몸을,갈아,저항을,스태솔트
16824,박치기,노말,70,스태솔트
16825,내밀어,곧장,공격한다.,스태솔트
16826,철벽,강철,0,스태솔트
16827,쇠처럼,단단하게,자신의,스태솔트
16828,HP회복,노말,0,스태솔트
16829,재생시켜,자신의,HP의,스태솔트
16830,스톤샤워,바위,75,스태솔트
16831,바위를,세차게,공격한다.,스태솔트
16832,스텔스록,바위,0,스태솔트
16833,주위에,무수한,띄워,스태솔트
16834,헤비봄버,강철,0,스태솔트
16835,몸으로,상대에게,공격한다.,스태솔트
16836,지진,땅,100,스태솔트
16837,충격으로,자신의,있는,스태솔트
16838,스톤에지,바위,100,스태솔트
16839,바위를,상대에게,공격한다.,스태솔트
16840,블록,노말,0,콜로솔트
16841,벌려,막아서서,도주로를,콜로솔트
16842,와이드가드,바위,0,콜로솔트
16843,편,전원에게,공격을,콜로솔트
16844,록블라스트,바위,25,콜로솔트
16845,암석을,상대에게,공격한다.,콜로솔트
16846,몸통박치기,노말,40,콜로솔트
16847,향해서,몸,부딪쳐가며,콜로솔트
16848,단단해지기,노말,0,콜로솔트
16849,힘을,담아,단단하게,콜로솔트
16850,암해머,격투,100,콜로솔트
16851,무거운,주먹을,데미지를,콜로솔트
16852,돌떨구기,바위,50,콜로솔트
16853,바위를,들어올려,내던져서,콜로솔트
16854,머드샷,땅,55,콜로솔트
16855,덩어리를,상대에게,공격한다.,콜로솔트
16856,암석봉인,바위,60,콜로솔트
16857,내던져서,공격한다.,움직임을,콜로솔트
16858,록커트,바위,0,콜로솔트
16859,몸을,갈아,저항을,콜로솔트
16860,박치기,노말,70,콜로솔트
16861,내밀어,곧장,공격한다.,콜로솔트
16862,소금절이,바위,40,콜로솔트
16863,소금절이,상태로,매,콜로솔트
16864,HP회복,노말,0,콜로솔트
16865,재생시켜,자신의,HP의,콜로솔트
16866,스톤샤워,바위,75,콜로솔트
16867,바위를,세차게,공격한다.,콜로솔트
16868,스텔스록,바위,0,콜로솔트
16869,주위에,무수한,띄워,콜로솔트
16870,헤비봄버,강철,0,콜로솔트
16871,몸으로,상대에게,공격한다.,콜로솔트
16872,지진,땅,100,콜로솔트
16873,충격으로,자신의,있는,콜로솔트
16874,스톤에지,바위,100,콜로솔트
16875,바위를,상대에게,공격한다.,콜로솔트
16876,대폭발,노말,250,콜로솔트
16877,폭발로,자신의,있는,콜로솔트
16878,불꽃세례,불꽃,40,카르본
16879,불꽃을,상대에게,공격한다.,카르본
16880,째려보기,노말,0,카르본
16881,눈초리로,겁을,상대의,카르본
16882,놀래키기,고스트,30,카르본
16883,소리,등으로,놀래켜서,카르본
16884,클리어스모그,독,50,카르본
16885,진흙,덩어리를,내던져서,카르본
16886,회오리불꽃,불꽃,35,카르본
16887,소용돌이치는,불꽃,4-5턴,카르본
16888,도깨비불,불꽃,0,카르본
16889,괴상한,불꽃을,상대를,카르본
16890,나이트헤드,고스트,0,카르본
16891,환상을,보게,자신의,카르본
16892,니트로차지,불꽃,50,카르본
16893,둘러,상대를,힘을,카르본
16894,불태우기,불꽃,60,카르본
16895,상대를,공격한다.,나무열매,카르본
16896,분연,불꽃,80,카르본
16897,불꽃으로,자신의,있는,카르본
16898,매지컬플레임,불꽃,75,카디나르마
16899,내뱉는,아주,불꽃으로,카디나르마
16900,와이드가드,바위,0,카디나르마
16901,편,전원에게,공격을,카디나르마
16902,불꽃세례,불꽃,40,카디나르마
16903,불꽃을,상대에게,공격한다.,카디나르마
16904,째려보기,노말,0,카디나르마
16905,눈초리로,겁을,상대의,카디나르마
16906,놀래키기,고스트,30,카디나르마
16907,소리,등으로,놀래켜서,카디나르마
16908,사이코쇼크,에스퍼,80,카디나르마
16909,염력파를,실체화하여,공격한다.,카디나르마
16910,클리어스모그,독,50,카디나르마
16911,진흙,덩어리를,내던져서,카디나르마
16912,회오리불꽃,불꽃,35,카디나르마
16913,소용돌이치는,불꽃,4-5턴,카디나르마
16914,도깨비불,불꽃,0,카디나르마
16915,괴상한,불꽃을,상대를,카디나르마
16916,나이트헤드,고스트,0,카디나르마
16917,환상을,보게,자신의,카디나르마
16918,니트로차지,불꽃,50,카디나르마
16919,둘러,상대를,힘을,카디나르마
16920,불태우기,불꽃,60,카디나르마
16921,상대를,공격한다.,나무열매,카디나르마
16922,분연,불꽃,80,카디나르마
16923,불꽃으로,자신의,있는,카디나르마
16924,명상,에스퍼,0,카디나르마
16925,정신을,통일하고,가라앉혀서,카디나르마
16926,사이드체인지,에스퍼,0,카디나르마
16927,힘으로,순간이동하여,같은,카디나르마
16928,화염방사,불꽃,90,카디나르마
16929,불꽃을,상대에게,공격한다.,카디나르마
16930,와이드포스,에스퍼,80,카디나르마
16931,파워로,상대를,사이코필드일,카디나르마
16932,아머캐논,불꽃,120,카디나르마
16933,갑옷을,활활,탄환으로,카디나르마
16934,깜짝베기,악,70,파라블레이즈
16935,틈을,노려,베어,파라블레이즈
16936,야습,고스트,40,파라블레이즈
16937,늘려,상대의,공격한다.,파라블레이즈
16938,패스트가드,격투,0,파라블레이즈
16939,같은,편을,선제공격으로부터,파라블레이즈
16940,솔라블레이드,풀,125,파라블레이즈
16941,빛을,가득,2턴째에,파라블레이즈
16942,째려보기,노말,0,파라블레이즈
16943,눈초리로,겁을,상대의,파라블레이즈
16944,불꽃세례,불꽃,40,파라블레이즈
16945,불꽃을,상대에게,공격한다.,파라블레이즈
16946,놀래키기,고스트,30,파라블레이즈
16947,소리,등으로,놀래켜서,파라블레이즈
16948,섀도클로,고스트,70,파라블레이즈
16949,만든,날카로운,상대를,파라블레이즈
16950,클리어스모그,독,50,파라블레이즈
16951,진흙,덩어리를,내던져서,파라블레이즈
16952,회오리불꽃,불꽃,35,파라블레이즈
16953,소용돌이치는,불꽃,4-5턴,파라블레이즈
16954,도깨비불,불꽃,0,파라블레이즈
16955,괴상한,불꽃을,상대를,파라블레이즈
16956,나이트헤드,고스트,0,파라블레이즈
16957,환상을,보게,자신의,파라블레이즈
16958,니트로차지,불꽃,50,파라블레이즈
16959,둘러,상대를,힘을,파라블레이즈
16960,불태우기,불꽃,60,파라블레이즈
16961,상대를,공격한다.,나무열매,파라블레이즈
16962,분연,불꽃,80,파라블레이즈
16963,불꽃으로,자신의,있는,파라블레이즈
16964,칼춤,노말,0,파라블레이즈
16965,춤을,격렬하게,기세를,파라블레이즈
16966,사이드체인지,에스퍼,0,파라블레이즈
16967,힘으로,순간이동하여,같은,파라블레이즈
16968,원념의칼,불꽃,90,파라블레이즈
16969,미련을,칼끝에,베어,파라블레이즈
16970,사이코커터,에스퍼,70,파라블레이즈
16971,마음의,칼날로,베어,파라블레이즈
16972,플레어드라이브,불꽃,120,파라블레이즈
16973,두르고,돌진한다.,상당한,파라블레이즈
16974,몸통박치기,노말,40,빈나두
16975,향해서,몸,부딪쳐가며,빈나두
16976,진흙뿌리기,땅,20,빈나두
16977,얼굴,등에,내던져서,빈나두
16978,전기쇼크,전기,40,빈나두
16979,자극을,상대에게,공격한다.,빈나두
16980,물대포,물,40,빈나두
16981,기세,좋게,발사하여,빈나두
16982,충전,전기,0,빈나두
16983,턴에,쓸,기술의,빈나두
16984,스파크,전기,65,빈나두
16985,둘러,상대에게,공격한다.,빈나두
16986,머드샷,땅,55,빈나두
16987,덩어리를,상대에게,공격한다.,빈나두
16988,바둥바둥,노말,0,빈나두
16989,난동,부려서,자신의,빈나두
16990,방전,전기,80,빈나두
16991,전격으로,자신의,있는,빈나두
16992,웨더볼,노말,50,빈나두
16993,때의,날씨에,기술,빈나두
16994,일렉트릭필드,전기,0,빈나두
16995,동안,일렉트릭필드로,땅에,빈나두
16996,기습,악,70,빈나두
16997,먼저,공격할,있다.,빈나두
16998,전자포,전기,120,빈나두
16999,전기를,발사해서,상대를,빈나두
17000,게으름피우기,노말,0,찌리배리
17001,피우며,쉰다.,HP를,찌리배리
17002,몸통박치기,노말,40,찌리배리
17003,향해서,몸,부딪쳐가며,찌리배리
17004,진흙뿌리기,땅,20,찌리배리
17005,얼굴,등에,내던져서,찌리배리
17006,전기쇼크,전기,40,찌리배리
17007,자극을,상대에게,공격한다.,찌리배리
17008,물대포,물,40,찌리배리
17009,기세,좋게,발사하여,찌리배리
17010,충전,전기,0,찌리배리
17011,턴에,쓸,기술의,찌리배리
17012,스파크,전기,65,찌리배리
17013,둘러,상대에게,공격한다.,찌리배리
17014,머드샷,땅,55,찌리배리
17015,덩어리를,상대에게,공격한다.,찌리배리
17016,바둥바둥,노말,0,찌리배리
17017,난동,부려서,자신의,찌리배리
17018,방전,전기,80,찌리배리
17019,전격으로,자신의,있는,찌리배리
17020,웨더볼,노말,50,찌리배리
17021,때의,날씨에,기술,찌리배리
17022,일렉트릭필드,전기,0,찌리배리
17023,동안,일렉트릭필드로,땅에,찌리배리
17024,기습,악,70,찌리배리
17025,먼저,공격할,있다.,찌리배리
17026,전자포,전기,120,찌리배리
17027,전기를,발사해서,상대를,찌리배리
17028,쪼기,비행,35,찌리비
17029,뾰족한,부리나,상대를,찌리비
17030,울음소리,노말,0,찌리비
17031,울음소리를,들려주고,끌어,찌리비
17032,전기쇼크,전기,40,찌리비
17033,자극을,상대에게,공격한다.,찌리비
17034,전광석화,노말,40,찌리비
17035,보이지,않는,속도로,찌리비
17036,쪼아대기,비행,60,찌리비
17037,공격한다.,상대가,지니고,찌리비
17038,스파크,전기,65,찌리비
17039,둘러,상대에게,공격한다.,찌리비
17040,소란피기,노말,90,찌리비
17041,동안,소란,공격한다.,찌리비
17042,날개쉬기,비행,0,찌리비
17043,내려와,몸을,한다.,찌리비
17044,더블윙,비행,40,찌리비
17045,상대에게,부딪쳐서,2회,찌리비
17046,고속이동,에스퍼,0,찌리비
17047,빼고,몸을,해서,찌리비
17048,볼트체인지,전기,70,찌리비
17049,뒤,굉장한,돌아와서,찌리비
17050,방전,전기,80,찌리비
17051,전격으로,자신의,있는,찌리비
17052,쪼기,비행,35,찌리비크
17053,뾰족한,부리나,상대를,찌리비크
17054,울음소리,노말,0,찌리비크
17055,울음소리를,들려주고,끌어,찌리비크
17056,일렉트릭볼,전기,0,찌리비크
17057,덩어리를,상대에게,공격한다.,찌리비크
17058,전기쇼크,전기,40,찌리비크
17059,자극을,상대에게,공격한다.,찌리비크
17060,전광석화,노말,40,찌리비크
17061,보이지,않는,속도로,찌리비크
17062,쪼아대기,비행,60,찌리비크
17063,공격한다.,상대가,지니고,찌리비크
17064,스파크,전기,65,찌리비크
17065,둘러,상대에게,공격한다.,찌리비크
17066,소란피기,노말,90,찌리비크
17067,동안,소란,공격한다.,찌리비크
17068,날개쉬기,비행,0,찌리비크
17069,내려와,몸을,한다.,찌리비크
17070,더블윙,비행,40,찌리비크
17071,상대에게,부딪쳐서,2회,찌리비크
17072,고속이동,에스퍼,0,찌리비크
17073,빼고,몸을,해서,찌리비크
17074,볼트체인지,전기,70,찌리비크
17075,뒤,굉장한,돌아와서,찌리비크
17076,방전,전기,80,찌리비크
17077,전격으로,자신의,있는,찌리비크
17078,폭풍,비행,110,찌리비크
17079,바람으로,상대를,공격한다.,찌리비크
17080,몸통박치기,노말,40,오라티프
17081,향해서,몸,부딪쳐가며,오라티프
17082,째려보기,노말,0,오라티프
17083,눈초리로,겁을,상대의,오라티프
17084,겁나는얼굴,노말,0,오라티프
17085,얼굴로,노려보고,상대의,오라티프
17086,핥기,고스트,30,오라티프
17087,혀로,상대를,공격한다.,오라티프
17088,바크아웃,악,55,오라티프
17089,호통을,쳐서,특수공격을,오라티프
17090,손톱갈기,악,0,오라티프
17091,갈아,날카롭게,자신의,오라티프
17092,물기,악,60,오라티프
17093,뾰족한,이빨로,공격한다.,오라티프
17094,울부짖기,노말,0,오라티프
17095,도망가게,해서,포켓몬을,오라티프
17096,박치기,노말,70,오라티프
17097,내밀어,곧장,공격한다.,오라티프
17098,보복,악,50,오라티프
17099,공격한다.,상대보다,공격할,오라티프
17100,깨물어부수기,악,80,오라티프
17101,이빨로,상대를,부숴서,오라티프
17102,뽐내기,노말,0,오라티프
17103,화내게,해서,분노로,오라티프
17104,기사회생,격투,0,오라티프
17105,쥐어짜서,공격한다.,HP가,오라티프
17106,물고버티기,악,80,오라티프
17107,한쪽이,기절할,교체할,오라티프
17108,이판사판태클,노말,120,오라티프
17109,걸고,상대에게,공격을,오라티프
17110,몸통박치기,노말,40,마피티프
17111,향해서,몸,부딪쳐가며,마피티프
17112,째려보기,노말,0,마피티프
17113,눈초리로,겁을,상대의,마피티프
17114,겁나는얼굴,노말,0,마피티프
17115,얼굴로,노려보고,상대의,마피티프
17116,앙갚음,악,0,마피티프
17117,쓰기,전에,받은,마피티프
17118,핥기,고스트,30,마피티프
17119,혀로,상대를,공격한다.,마피티프
17120,바크아웃,악,55,마피티프
17121,호통을,쳐서,특수공격을,마피티프
17122,손톱갈기,악,0,마피티프
17123,갈아,날카롭게,자신의,마피티프
17124,물기,악,60,마피티프
17125,뾰족한,이빨로,공격한다.,마피티프
17126,울부짖기,노말,0,마피티프
17127,도망가게,해서,포켓몬을,마피티프
17128,박치기,노말,70,마피티프
17129,내밀어,곧장,공격한다.,마피티프
17130,보복,악,50,마피티프
17131,공격한다.,상대보다,공격할,마피티프
17132,깨물어부수기,악,80,마피티프
17133,이빨로,상대를,부숴서,마피티프
17134,뽐내기,노말,0,마피티프
17135,화내게,해서,분노로,마피티프
17136,기사회생,격투,0,마피티프
17137,쥐어짜서,공격한다.,HP가,마피티프
17138,물고버티기,악,80,마피티프
17139,한쪽이,기절할,교체할,마피티프
17140,이판사판태클,노말,120,마피티프
17141,걸고,상대에게,공격을,마피티프
17142,역린,드래곤,120,마피티프
17143,동안,마구,부려서,마피티프
17144,할퀴기,노말,40,땃쭈르
17145,뾰족한,날카로운,상대를,땃쭈르
17146,째려보기,노말,0,땃쭈르
17147,눈초리로,겁을,상대의,땃쭈르
17148,애시드봄,독,40,땃쭈르
17149,녹이는,액체를,공격한다.,땃쭈르
17150,물기,악,60,땃쭈르
17151,뾰족한,이빨로,공격한다.,땃쭈르
17152,마구할퀴기,노말,18,땃쭈르
17153,낫,등으로,할퀴어서,땃쭈르
17154,바꿔치기,악,0,땃쭈르
17155,보이지,않는,자신과,땃쭈르
17156,맹독엄니,독,50,땃쭈르
17157,있는,이빨로,물어서,땃쭈르
17158,부추기기,악,0,땃쭈르
17159,부추겨서,혼란시킨다.,상대의,땃쭈르
17160,베어가르기,노말,70,땃쭈르
17161,낫,등으로,베어,땃쭈르
17162,유턴,벌레,70,땃쭈르
17163,뒤,굉장한,돌아와서,땃쭈르
17164,독찌르기,독,80,땃쭈르
17165,물든,촉수나,상대를,땃쭈르
17166,도발,악,0,땃쭈르
17167,화나게,한다.,동안,땃쭈르
17168,대타출동,노말,0,땃쭈르
17169,HP를,조금,분신을,땃쭈르
17170,탁쳐서떨구기,악,65,땃쭈르
17171,지닌,물건을,쳐서,땃쭈르
17172,더스트슈트,독,120,땃쭈르
