,스킬이름,타입,위력,포켓몬
12106,죽기살기,노말,0,고릴타
12107,폭음파,노말,140,고릴타
12108,몸통박치기,노말,40,염버니
12109,울음소리,노말,0,염버니
12110,불꽃세례,불꽃,40,염버니
12111,전광석화,노말,40,염버니
12112,두번차기,격투,30,염버니
12113,니트로차지,불꽃,50,염버니
12114,고속이동,에스퍼,0,염버니
12115,박치기,노말,70,염버니
12116,카운터,격투,0,염버니
12117,뛰어오르기,비행,85,염버니
12118,이판사판태클,노말,120,염버니
12119,몸통박치기,노말,40,래비풋
12120,울음소리,노말,0,래비풋
12121,불꽃세례,불꽃,40,래비풋
12122,전광석화,노말,40,래비풋
12123,두번차기,격투,30,래비풋
12124,니트로차지,불꽃,50,래비풋
12125,고속이동,에스퍼,0,래비풋
12126,박치기,노말,70,래비풋
12127,카운터,격투,0,래비풋
12128,뛰어오르기,비행,85,래비풋
12129,이판사판태클,노말,120,래비풋
12130,페인트,노말,30,에이스번
12131,몸통박치기,노말,40,에이스번
12132,울음소리,노말,0,에이스번
12133,불꽃세례,불꽃,40,에이스번
12134,전광석화,노말,40,에이스번
12135,화염볼,불꽃,120,에이스번
12136,두번차기,격투,30,에이스번
12137,니트로차지,불꽃,50,에이스번
12138,고속이동,에스퍼,0,에이스번
12139,박치기,노말,70,에이스번
12140,카운터,격투,0,에이스번
12141,뛰어오르기,비행,85,에이스번
12142,이판사판태클,노말,120,에이스번
12143,코트체인지,노말,0,에이스번
12144,막치기,노말,40,울머기
12145,울음소리,노말,0,울머기
12146,물대포,물,40,울머기
12147,조이기,노말,15,울머기
12148,물의파동,물,60,울머기
12149,눈물그렁그렁,노말,0,울머기
12150,기습,악,70,울머기
12151,유턴,벌레,70,울머기
12152,아쿠아브레이크,물,85,울머기
12153,물붓기,물,0,울머기
12154,비바라기,물,0,울머기
12155,막치기,노말,40,누겔레온
12156,울음소리,노말,0,누겔레온
12157,물대포,물,40,누겔레온
12158,조이기,노말,15,누겔레온
12159,물의파동,물,60,누겔레온
12160,눈물그렁그렁,노말,0,누겔레온
12161,기습,악,70,누겔레온
12162,유턴,벌레,70,누겔레온
12163,아쿠아브레이크,물,85,누겔레온
12164,물붓기,물,0,누겔레온
12165,비바라기,물,0,누겔레온
12166,애크러뱃,비행,55,인텔리레온
12167,막치기,노말,40,인텔리레온
12168,울음소리,노말,0,인텔리레온
12169,물대포,물,40,인텔리레온
12170,조이기,노말,15,인텔리레온
12171,노려맞히기,물,80,인텔리레온
12172,물의파동,물,60,인텔리레온
12173,눈물그렁그렁,노말,0,인텔리레온
12174,기습,악,70,인텔리레온
12175,유턴,벌레,70,인텔리레온
12176,아쿠아브레이크,물,85,인텔리레온
12177,물붓기,물,0,인텔리레온
12178,비바라기,물,0,인텔리레온
12179,하이드로펌프,물,110,인텔리레온
12180,몸통박치기,노말,40,탐리스
12181,꼬리흔들기,노말,0,탐리스
12182,물기,악,60,탐리스
12183,볼가득넣기,노말,0,탐리스
12184,비축하기,노말,0,탐리스
12185,토해내기,노말,0,탐리스
12186,꿀꺽,노말,0,탐리스
12187,누르기,노말,85,탐리스
12188,잠자기,에스퍼,0,탐리스
12189,카운터,격투,0,탐리스
12190,씨기관총,풀,25,탐리스
12191,분노의앞니,노말,0,탐리스
12192,트림,독,120,탐리스
12193,몸통박치기,노말,40,요씽리스
12194,꼬리흔들기,노말,0,요씽리스
12195,물기,악,60,요씽리스
12196,볼가득넣기,노말,0,요씽리스
12197,탐내기,노말,60,요씽리스
12198,비축하기,노말,0,요씽리스
12199,토해내기,노말,0,요씽리스
12200,꿀꺽,노말,0,요씽리스
12201,누르기,노말,85,요씽리스
12202,잠자기,에스퍼,0,요씽리스
12203,카운터,격투,0,요씽리스
12204,씨기관총,풀,25,요씽리스
12205,분노의앞니,노말,0,요씽리스
12206,트림,독,120,요씽리스
12207,쪼기,비행,35,파라꼬
12208,째려보기,노말,0,파라꼬
12209,기어오르기,악,20,파라꼬
12210,손톱갈기,악,0,파라꼬
12211,마구찌르기,노말,15,파라꼬
12212,쪼아대기,비행,60,파라꼬
12213,도발,악,0,파라꼬
12214,겁나는얼굴,노말,0,파라꼬
12215,회전부리,비행,80,파라꼬
12216,뽐내기,노말,0,파라꼬
12217,브레이브버드,비행,120,파라꼬
12218,쪼기,비행,35,파크로우
12219,째려보기,노말,0,파크로우
12220,기어오르기,악,20,파크로우
12221,손톱갈기,악,0,파크로우
12222,마구찌르기,노말,15,파크로우
12223,쪼아대기,비행,60,파크로우
12224,도발,악,0,파크로우
12225,겁나는얼굴,노말,0,파크로우
12226,회전부리,비행,80,파크로우
12227,뽐내기,노말,0,파크로우
12228,브레이브버드,비행,120,파크로우
12229,싫은소리,노말,0,아머까오
12230,철벽,강철,0,아머까오
12231,금속음,강철,0,아머까오
12232,쪼기,비행,35,아머까오
12233,째려보기,노말,0,아머까오
12234,기어오르기,악,20,아머까오
12235,손톱갈기,악,0,아머까오
12236,강철날개,강철,70,아머까오
12237,마구찌르기,노말,15,아머까오
12238,쪼아대기,비행,60,아머까오
12239,도발,악,0,아머까오
12240,겁나는얼굴,노말,0,아머까오
12241,회전부리,비행,80,아머까오
12242,뽐내기,노말,0,아머까오
12243,브레이브버드,비행,120,아머까오
12244,벌레의저항,벌레,50,두루지벌레
12245,리플렉터,에스퍼,0,레돔벌레
12246,빛의장막,에스퍼,0,레돔벌레
12247,염동력,에스퍼,50,레돔벌레
12248,벌레의저항,벌레,50,레돔벌레
12249,리플렉터,에스퍼,0,이올브
12250,빛의장막,에스퍼,0,이올브
12251,염동력,에스퍼,50,이올브
12252,벌레의저항,벌레,50,이올브
12253,이상한빛,고스트,0,이올브
12254,매직코트,에스퍼,0,이올브
12255,고속이동,에스퍼,0,이올브
12256,환상빔,에스퍼,65,이올브
12257,최면술,에스퍼,0,이올브
12258,사이드체인지,에스퍼,0,이올브
12259,벌레의야단법석,벌레,90,이올브
12260,미러코트,에스퍼,0,이올브
12261,사이코키네시스,에스퍼,90,이올브
12262,당신먼저,노말,0,이올브
12263,명상,에스퍼,0,이올브
12264,사이코필드,에스퍼,0,이올브
12265,전광석화,노말,40,훔처우
12266,꼬리흔들기,노말,0,훔처우
12267,집단구타,악,0,훔처우
12268,손톱갈기,악,0,훔처우
12269,바크아웃,악,55,훔처우
12270,승부굳히기,악,60,훔처우
12271,나쁜음모,악,0,훔처우
12272,기습,악,70,훔처우
12273,깜짝베기,악,70,훔처우
12274,스위프뺨치기,노말,25,훔처우
12275,속임수,악,95,훔처우
12276,도둑질,악,60,폭슬라이
12277,전광석화,노말,40,폭슬라이
12278,꼬리흔들기,노말,0,폭슬라이
12279,집단구타,악,0,폭슬라이
12280,손톱갈기,악,0,폭슬라이
12281,바크아웃,악,55,폭슬라이
12282,승부굳히기,악,60,폭슬라이
12283,나쁜음모,악,0,폭슬라이
12284,기습,악,70,폭슬라이
12285,깜짝베기,악,70,폭슬라이
12286,스위프뺨치기,노말,25,폭슬라이
12287,속임수,악,95,폭슬라이
12288,막말내뱉기,악,0,폭슬라이
12289,나뭇잎,풀,40,꼬모카
12290,노래하기,노말,0,꼬모카
12291,고속스핀,노말,50,꼬모카
12292,달콤한향기,노말,0,꼬모카
12293,잎날가르기,풀,55,꼬모카
12294,돌림노래,노말,60,꼬모카
12295,그래스믹서,풀,65,꼬모카
12296,광합성,풀,0,꼬모카
12297,하이퍼보이스,노말,90,꼬모카
12298,아로마테라피,풀,0,꼬모카
12299,리프스톰,풀,130,꼬모카
12300,목화포자,풀,0,백솜모카
12301,나뭇잎,풀,40,백솜모카
12302,노래하기,노말,0,백솜모카
12303,고속스핀,노말,50,백솜모카
12304,달콤한향기,노말,0,백솜모카
12305,잎날가르기,풀,55,백솜모카
12306,돌림노래,노말,60,백솜모카
12307,그래스믹서,풀,65,백솜모카
12308,광합성,풀,0,백솜모카
12309,하이퍼보이스,노말,90,백솜모카
12310,아로마테라피,풀,0,백솜모카
12311,리프스톰,풀,130,백솜모카
12312,코튼가드,풀,0,백솜모카
12313,몸통박치기,노말,40,우르
12314,울음소리,노말,0,우르
12315,웅크리기,노말,0,우르
12316,흉내쟁이,노말,0,우르
12317,가드셰어,에스퍼,0,우르
12318,두번치기,격투,30,우르
12319,박치기,노말,70,우르
12320,돌진,노말,90,우르
12321,가드스웹,에스퍼,0,우르
12322,기사회생,격투,0,우르
12323,코튼가드,풀,0,우르
12324,이판사판태클,노말,120,우르
12325,몸통박치기,노말,40,배우르
12326,울음소리,노말,0,배우르
12327,웅크리기,노말,0,배우르
12328,흉내쟁이,노말,0,배우르
12329,가드셰어,에스퍼,0,배우르
12330,두번치기,격투,30,배우르
12331,박치기,노말,70,배우르
12332,돌진,노말,90,배우르
12333,가드스웹,에스퍼,0,배우르
12334,기사회생,격투,0,배우르
12335,코튼가드,풀,0,배우르
12336,이판사판태클,노말,120,배우르
12337,뒀다쓰기,노말,140,배우르
12338,몸통박치기,노말,40,깨물부기
12339,물대포,물,40,깨물부기
12340,물기,악,60,깨물부기
12341,방어,노말,0,깨물부기
12342,박치기,노말,70,깨물부기
12343,카운터,격투,0,깨물부기
12344,물고버티기,악,80,깨물부기
12345,아쿠아브레이크,물,85,깨물부기
12346,누르기,노말,85,깨물부기
12347,셸블레이드,물,75,갈가부기
12348,깨물어부수기,악,80,갈가부기
12349,록커트,바위,0,갈가부기
12350,몸통박치기,노말,40,갈가부기
12351,물대포,물,40,갈가부기
12352,물기,악,60,갈가부기
12353,방어,노말,0,갈가부기
12354,암석봉인,바위,60,갈가부기
12355,박치기,노말,70,갈가부기
12356,카운터,격투,0,갈가부기
12357,물고버티기,악,80,갈가부기
12358,아쿠아브레이크,물,85,갈가부기
12359,누르기,노말,85,갈가부기
12360,양날박치기,바위,150,갈가부기
12361,몸통박치기,노말,40,멍파치
12362,꼬리흔들기,노말,0,멍파치
12363,볼부비부비,전기,20,멍파치
12364,물기,악,60,멍파치
12365,울부짖기,노말,0,멍파치
12366,스파크,전기,65,멍파치
12367,애교부리기,페어리,0,멍파치
12368,깨물어부수기,악,80,멍파치
12369,충전,전기,0,멍파치
12370,와일드볼트,전기,90,멍파치
12371,치근거리기,페어리,90,멍파치
12372,송전,전기,0,펄스멍
12373,몸통박치기,노말,40,펄스멍
12374,꼬리흔들기,노말,0,펄스멍
12375,볼부비부비,전기,20,펄스멍
12376,물기,악,60,펄스멍
12377,울부짖기,노말,0,펄스멍
12378,스파크,전기,65,펄스멍
12379,애교부리기,페어리,0,펄스멍
12380,깨물어부수기,악,80,펄스멍
12381,충전,전기,0,펄스멍
12382,와일드볼트,전기,90,펄스멍
12383,치근거리기,페어리,90,펄스멍
12384,일렉트릭필드,전기,0,펄스멍
12385,몸통박치기,노말,40,탄동
12386,연막,노말,0,탄동
12387,고속스핀,노말,50,탄동
12388,떨어뜨리기,바위,50,탄동
12389,록커트,바위,0,탄동
12390,원시의힘,바위,60,탄동
12391,불태우기,불꽃,60,탄동
12392,스텔스록,바위,0,탄동
12393,히트스탬프,불꽃,0,탄동
12394,록블라스트,바위,25,탄동
12395,몸통박치기,노말,40,탄차곤
12396,연막,노말,0,탄차곤
12397,고속스핀,노말,50,탄차곤
12398,떨어뜨리기,바위,50,탄차곤
12399,니트로차지,불꽃,50,탄차곤
12400,록커트,바위,0,탄차곤
12401,원시의힘,바위,60,탄차곤
12402,불태우기,불꽃,60,탄차곤
12403,스텔스록,바위,0,탄차곤
12404,히트스탬프,불꽃,0,탄차곤
12405,록블라스트,바위,25,탄차곤
12406,스톤에지,바위,100,탄차곤
12407,니트로차지,불꽃,50,석탄산
12408,몸통박치기,노말,40,석탄산
12409,연막,노말,0,석탄산
12410,고속스핀,노말,50,석탄산
12411,떨어뜨리기,바위,50,석탄산
12412,타르샷,바위,0,석탄산
12413,록커트,바위,0,석탄산
12414,원시의힘,바위,60,석탄산
12415,불태우기,불꽃,60,석탄산
12416,스텔스록,바위,0,석탄산
12417,히트스탬프,불꽃,0,석탄산
12418,록블라스트,바위,25,석탄산
12419,스톤에지,바위,100,석탄산
12420,껍질에숨기,물,0,과사삭벌레
12421,놀래키기,고스트,30,과사삭벌레
12422,리사이클,노말,0,애프룡
12423,껍질에숨기,물,0,애프룡
12424,놀래키기,고스트,30,애프룡
12425,성장,노말,0,애프룡
12426,회오리,드래곤,40,애프룡
12427,날개치기,비행,60,애프룡
12428,애시드봄,독,40,애프룡
12429,애크러뱃,비행,55,애프룡
12430,씨뿌리기,풀,0,애프룡
12431,방어,노말,0,애프룡
12432,용의숨결,드래곤,60,애프룡
12433,용의춤,드래곤,0,애프룡
12434,용의파동,드래곤,85,애프룡
12435,G의힘,풀,80,애프룡
12436,철벽,강철,0,애프룡
12437,공중날기,비행,90,애프룡
12438,드래곤다이브,드래곤,100,애프룡
12439,리사이클,노말,0,단지래플
12440,껍질에숨기,물,0,단지래플
12441,놀래키기,고스트,30,단지래플
12442,성장,노말,0,단지래플
12443,달콤한향기,노말,0,단지래플
12444,박치기,노말,70,단지래플
12445,저주,고스트,0,단지래플
12446,짓밟기,노말,65,단지래플
12447,씨뿌리기,풀,0,단지래플
12448,방어,노말,0,단지래플
12449,씨기관총,풀,25,단지래플
12450,HP회복,노말,0,단지래플
12451,사과산,풀,80,단지래플
12452,누르기,노말,85,단지래플
12453,철벽,강철,0,단지래플
12454,용의파동,드래곤,85,단지래플
12455,에너지볼,풀,90,단지래플
12456,김밥말이,노말,15,모래뱀
12457,모래뿌리기,땅,0,모래뱀
12458,작아지기,노말,0,모래뱀
12459,세차게휘두르기,악,60,모래뱀
12460,땅고르기,땅,60,모래뱀
12461,박치기,노말,70,모래뱀
12462,뱀눈초리,노말,0,모래뱀
12463,구멍파기,땅,80,모래뱀
12464,모래바람,바위,0,모래뱀
12465,힘껏치기,노말,80,모래뱀
12466,똬리틀기,독,0,모래뱀
12467,모래지옥,땅,35,모래뱀
12468,김밥말이,노말,15,사다이사
12469,모래뿌리기,땅,0,사다이사
12470,작아지기,노말,0,사다이사
12471,세차게휘두르기,악,60,사다이사
12472,땅고르기,땅,60,사다이사
12473,박치기,노말,70,사다이사
12474,뱀눈초리,노말,0,사다이사
12475,구멍파기,땅,80,사다이사
12476,모래바람,바위,0,사다이사
12477,힘껏치기,노말,80,사다이사
12478,똬리틀기,독,0,사다이사
12479,모래지옥,땅,35,사다이사
12480,쪼기,비행,35,윽우지
12481,비축하기,노말,0,윽우지
12482,토해내기,노말,0,윽우지
12483,꿀꺽,노말,0,윽우지
12484,트림,독,120,윽우지
12485,물대포,물,40,윽우지
12486,마구찌르기,노말,15,윽우지
12487,쪼아대기,비행,60,윽우지
12488,다이빙,물,80,윽우지
12489,회전부리,비행,80,윽우지
12490,망각술,에스퍼,0,윽우지
12491,난동부리기,노말,120,윽우지
12492,하이드로펌프,물,110,윽우지
12493,쪼기,비행,35,찌로꼬치
12494,아쿠아제트,물,40,찌로꼬치
12495,마구찌르기,노말,15,찌로꼬치
12496,물기,악,60,찌로꼬치
12497,고속이동,에스퍼,0,찌로꼬치
12498,다이빙,물,80,찌로꼬치
12499,기충전,노말,0,찌로꼬치
12500,깨물어부수기,악,80,찌로꼬치
12501,아쿠아브레이크,물,85,찌로꼬치
12502,이판사판태클,노말,120,찌로꼬치
12503,지옥찌르기,악,80,꼬치조
12504,쪼기,비행,35,꼬치조
12505,아쿠아제트,물,40,꼬치조
12506,마구찌르기,노말,15,꼬치조
12507,물기,악,60,꼬치조
12508,고속이동,에스퍼,0,꼬치조
12509,다이빙,물,80,꼬치조
12510,기충전,노말,0,꼬치조
12511,깨물어부수기,악,80,꼬치조
12512,아쿠아브레이크,물,85,꼬치조
12513,이판사판태클,노말,120,꼬치조
12514,트림,독,120,일레즌
12515,눈물그렁그렁,노말,0,일레즌
12516,볼부비부비,전기,20,일레즌
12517,울음소리,노말,0,일레즌
12518,바둥바둥,노말,0,일레즌
12519,용해액,독,40,일레즌
12520,트림,독,120,스트린더
12521,눈물그렁그렁,노말,0,스트린더
12522,볼부비부비,전기,20,스트린더
12523,울음소리,노말,0,스트린더
12524,바둥바둥,노말,0,스트린더
12525,용해액,독,40,스트린더
12526,전기쇼크,전기,40,스트린더
12527,애시드봄,독,40,스트린더
12528,째려보기,노말,0,스트린더
12529,부르짖기,노말,0,스트린더
12530,스파크,전기,65,스트린더
12531,충전,전기,0,스트린더
12532,전격파,전기,60,스트린더
12533,겁나는얼굴,노말,0,스트린더
12534,도발,악,0,스트린더
12535,싫은소리,노말,0,스트린더
12536,뽐내기,노말,0,스트린더
12537,맹독,독,0,스트린더
12538,방전,전기,80,스트린더
12539,독찌르기,독,80,스트린더
12540,오버드라이브,전기,80,스트린더
12541,폭음파,노말,140,스트린더
12542,기어체인지,강철,0,스트린더
12543,불꽃세례,불꽃,40,태우지네
12544,연막,노말,0,태우지네
12545,김밥말이,노말,15,태우지네
12546,물기,악,60,태우지네
12547,화염자동차,불꽃,60,태우지네
12548,벌레먹음,벌레,60,태우지네
12549,똬리틀기,독,0,태우지네
12550,힘껏치기,노말,80,태우지네
12551,회오리불꽃,불꽃,35,태우지네
12552,깨물어부수기,악,80,태우지네
12553,불꽃채찍,불꽃,80,태우지네
12554,덤벼들기,벌레,80,태우지네
12555,불사르기,불꽃,130,태우지네
12556,연옥,불꽃,100,다태우지네
12557,불꽃세례,불꽃,40,다태우지네
12558,연막,노말,0,다태우지네
12559,김밥말이,노말,15,다태우지네
12560,물기,악,60,다태우지네
12561,화염자동차,불꽃,60,다태우지네
12562,벌레먹음,벌레,60,다태우지네
12563,똬리틀기,독,0,다태우지네
12564,힘껏치기,노말,80,다태우지네
12565,회오리불꽃,불꽃,35,다태우지네
12566,깨물어부수기,악,80,다태우지네
12567,불꽃채찍,불꽃,80,다태우지네
12568,덤벼들기,벌레,80,다태우지네
12569,불사르기,불꽃,130,다태우지네
12570,바위깨기,격투,40,때때무노
12571,째려보기,노말,0,때때무노
12572,페인트,노말,30,때때무노
12573,조이기,노말,15,때때무노
12574,판별,격투,0,때때무노
12575,깨트리다,격투,75,때때무노
12576,벌크업,격투,0,때때무노
12577,지옥의바퀴,격투,80,때때무노
12578,도발,악,0,때때무노
12579,기사회생,격투,0,때때무노
12580,엄청난힘,격투,120,때때무노
12581,문어굳히기,격투,0,케오퍼스
12582,대포무노포,물,65,케오퍼스
12583,바위깨기,격투,40,케오퍼스
12584,째려보기,노말,0,케오퍼스
12585,페인트,노말,30,케오퍼스
12586,조이기,노말,15,케오퍼스
12587,판별,격투,0,케오퍼스
12588,깨트리다,격투,75,케오퍼스
12589,벌크업,격투,0,케오퍼스
12590,지옥의바퀴,격투,80,케오퍼스
12591,도발,악,0,케오퍼스
12592,기사회생,격투,0,케오퍼스
12593,엄청난힘,격투,120,케오퍼스
12594,뒤집어엎기,악,0,케오퍼스
12595,놀래키기,고스트,30,데인차
12596,껍질에숨기,물,0,데인차
12597,아로마미스트,페어리,0,데인차
12598,메가드레인,풀,40,데인차
12599,기습,악,70,데인차
12600,달콤한향기,노말,0,데인차
12601,기가드레인,풀,75,데인차
12602,나쁜음모,악,0,데인차
12603,섀도볼,고스트,80,데인차
12604,추억의선물,악,0,데인차
12605,껍질깨기,노말,0,데인차
12606,힘흡수,풀,0,포트데스
12607,놀래키기,고스트,30,포트데스
12608,껍질에숨기,물,0,포트데스
12609,아로마미스트,페어리,0,포트데스
12610,메가드레인,풀,40,포트데스
12611,다과회,노말,0,포트데스
12612,방어,노말,0,포트데스
12613,기습,악,70,포트데스
12614,달콤한향기,노말,0,포트데스
12615,기가드레인,풀,75,포트데스
12616,나쁜음모,악,0,포트데스
12617,섀도볼,고스트,80,포트데스
12618,추억의선물,악,0,포트데스
12619,껍질깨기,노말,0,포트데스
12620,저주,고스트,0,포트데스
12621,염동력,에스퍼,50,몸지브림
12622,친해지기,노말,0,몸지브림
12623,생명의물방울,물,0,몸지브림
12624,차밍보이스,페어리,40,몸지브림
12625,아로마미스트,페어리,0,몸지브림
12626,환상빔,에스퍼,65,몸지브림
12627,치유파동,에스퍼,0,몸지브림
12628,매지컬샤인,페어리,80,몸지브림
12629,명상,에스퍼,0,몸지브림
12630,사이코키네시스,에스퍼,90,몸지브림
12631,치유소원,에스퍼,0,몸지브림
12632,염동력,에스퍼,50,손지브림
12633,친해지기,노말,0,손지브림
12634,생명의물방울,물,0,손지브림
12635,차밍보이스,페어리,40,손지브림
12636,세차게휘두르기,악,60,손지브림
12637,아로마미스트,페어리,0,손지브림
12638,환상빔,에스퍼,65,손지브림
12639,치유파동,에스퍼,0,손지브림
12640,매지컬샤인,페어리,80,손지브림
12641,명상,에스퍼,0,손지브림
12642,사이코키네시스,에스퍼,90,손지브림
12643,치유소원,에스퍼,0,손지브림
12644,세차게휘두르기,악,60,브리무음
12645,염동력,에스퍼,50,브리무음
12646,친해지기,노말,0,브리무음
12647,생명의물방울,물,0,브리무음
12648,차밍보이스,페어리,40,브리무음
12649,사이코커터,에스퍼,70,브리무음
12650,아로마미스트,페어리,0,브리무음
12651,환상빔,에스퍼,65,브리무음
12652,치유파동,에스퍼,0,브리무음
12653,매지컬샤인,페어리,80,브리무음
12654,명상,에스퍼,0,브리무음
12655,사이코키네시스,에스퍼,90,브리무음
12656,치유소원,에스퍼,0,브리무음
12657,마법가루,에스퍼,0,브리무음
12658,속이기,노말,40,메롱꿍
12659,비밀이야기,노말,0,메롱꿍
12660,물기,악,60,메롱꿍
12661,부추기기,악,0,메롱꿍
12662,거짓울음,악,0,메롱꿍
12663,승부굳히기,악,60,메롱꿍
12664,뽐내기,노말,0,메롱꿍
12665,기습,악,70,메롱꿍
12666,트집,악,0,메롱꿍
12667,악의파동,악,80,메롱꿍
12668,나쁜음모,악,0,메롱꿍
12669,치근거리기,페어리,90,메롱꿍
12670,속임수,악,95,메롱꿍
12671,속이기,노말,40,쏘겨모
12672,비밀이야기,노말,0,쏘겨모
12673,물기,악,60,쏘겨모
12674,부추기기,악,0,쏘겨모
12675,사죄의찌르기,악,80,쏘겨모
12676,거짓울음,악,0,쏘겨모
12677,승부굳히기,악,60,쏘겨모
12678,뽐내기,노말,0,쏘겨모
12679,기습,악,70,쏘겨모
12680,트집,악,0,쏘겨모
12681,악의파동,악,80,쏘겨모
12682,나쁜음모,악,0,쏘겨모
12683,치근거리기,페어리,90,쏘겨모
12684,속임수,악,95,쏘겨모
12685,사죄의찌르기,악,80,오롱털
12686,벌크업,격투,0,오롱털
12687,속이기,노말,40,오롱털
12688,비밀이야기,노말,0,오롱털
12689,물기,악,60,오롱털
12690,부추기기,악,0,오롱털
12691,소울크래시,페어리,75,오롱털
12692,거짓울음,악,0,오롱털
12693,승부굳히기,악,60,오롱털
12694,뽐내기,노말,0,오롱털
12695,기습,악,70,오롱털
12696,트집,악,0,오롱털
12697,악의파동,악,80,오롱털
12698,나쁜음모,악,0,오롱털
12699,치근거리기,페어리,90,오롱털
12700,속임수,악,95,오롱털
12701,암해머,격투,100,오롱털
12702,블로킹,악,0,가로막구리
12703,크로스촙,격투,100,가로막구리
12704,지옥의바퀴,격투,80,가로막구리
12705,깜짝베기,악,70,가로막구리
12706,바꿔치기,악,0,가로막구리
12707,바늘미사일,벌레,25,가로막구리
12708,초롱초롱눈동자,페어리,0,가로막구리
12709,몸통박치기,노말,40,가로막구리
12710,째려보기,노말,0,가로막구리
12711,모래뿌리기,땅,0,가로막구리
12712,핥기,고스트,30,가로막구리
12713,바크아웃,악,55,가로막구리
12714,박치기,노말,70,가로막구리
12715,손톱갈기,악,0,가로막구리
12716,마구할퀴기,노말,18,가로막구리
12717,잠자기,에스퍼,0,가로막구리
12718,돌진,노말,90,가로막구리
12719,겁나는얼굴,노말,0,가로막구리
12720,카운터,격투,0,가로막구리
12721,도발,악,0,가로막구리
12722,이판사판태클,노말,120,가로막구리
12723,메탈버스트,강철,0,나이킹
12724,철벽,강철,0,나이킹
12725,속이기,노말,40,나이킹
12726,울음소리,노말,0,나이킹
12727,손톱갈기,악,0,나이킹
12728,할퀴기,노말,40,나이킹
12729,아이언헤드,강철,80,나이킹
12730,고양이돈받기,노말,40,나이킹
12731,메탈클로,강철,50,나이킹
12732,도발,악,0,나이킹
12733,뽐내기,노말,0,나이킹
12734,마구할퀴기,노말,18,나이킹
12735,싫은소리,노말,0,나이킹
12736,베어가르기,노말,70,나이킹
12737,금속음,강철,0,나이킹
12738,난동부리기,노말,120,나이킹
12739,멸망의노래,노말,0,산호르곤
12740,몸통박치기,노말,40,산호르곤
12741,단단해지기,노말,0,산호르곤
12742,놀래키기,고스트,30,산호르곤
12743,사슬묶기,노말,0,산호르곤
12744,원한,고스트,0,산호르곤
12745,원시의힘,바위,60,산호르곤
12746,병상첨병,고스트,65,산호르곤
12747,저주,고스트,0,산호르곤
12748,힘흡수,풀,0,산호르곤
12749,파워젬,바위,80,산호르곤
12750,나이트헤드,고스트,0,산호르곤
12751,원념,고스트,0,산호르곤
12752,미러코트,에스퍼,0,산호르곤
12753,철벽,강철,0,창파나이트
12754,만나자마자,벌레,90,창파나이트
12755,쪼기,비행,35,창파나이트
12756,모래뿌리기,땅,0,창파나이트
12757,째려보기,노말,0,창파나이트
12758,연속자르기,벌레,40,창파나이트
12759,바위깨기,격투,40,창파나이트
12760,세차게휘두르기,악,60,창파나이트
12761,판별,격투,0,창파나이트
12762,탁쳐서떨구기,악,65,창파나이트
12763,안개제거,비행,0,창파나이트
12764,깨트리다,격투,75,창파나이트
12765,칼춤,노말,0,창파나이트
12766,힘껏치기,노말,80,창파나이트
12767,리프블레이드,풀,90,창파나이트
12768,목숨걸기,격투,0,창파나이트
12769,브레이브버드,비행,120,창파나이트
12770,스타어설트,격투,150,창파나이트
12771,거짓울음,악,0,마임꽁꽁
12772,태만함,노말,0,마임꽁꽁
12773,당신먼저,노말,0,마임꽁꽁
12774,블록,노말,0,마임꽁꽁
12775,흉내쟁이,노말,0,마임꽁꽁
12776,앵콜,노말,0,마임꽁꽁
12777,역할,에스퍼,0,마임꽁꽁
12778,방어,노말,0,마임꽁꽁
12779,리사이클,노말,0,마임꽁꽁
12780,흉내내기,노말,0,마임꽁꽁
12781,빛의장막,에스퍼,0,마임꽁꽁
12782,리플렉터,에스퍼,0,마임꽁꽁
12783,신비의부적,노말,0,마임꽁꽁
12784,매지컬샤인,페어리,80,마임꽁꽁
12785,미스트필드,페어리,0,마임꽁꽁
12786,막치기,노말,40,마임꽁꽁
12787,고속스핀,노말,50,마임꽁꽁
12788,바톤터치,노말,0,마임꽁꽁
12789,얼음뭉치,얼음,40,마임꽁꽁
12790,염동력,에스퍼,50,마임꽁꽁
12791,사이드체인지,에스퍼,0,마임꽁꽁
12792,얼다바람,얼음,55,마임꽁꽁
12793,두번치기,격투,30,마임꽁꽁
12794,환상빔,에스퍼,65,마임꽁꽁
12795,최면술,에스퍼,0,마임꽁꽁
12796,미러코트,에스퍼,0,마임꽁꽁
12797,기습,악,70,마임꽁꽁
12798,프리즈드라이,얼음,70,마임꽁꽁
12799,사이코키네시스,에스퍼,90,마임꽁꽁
12800,흔들흔들댄스,노말,0,마임꽁꽁
12801,섀도크루,고스트,70,데스판
12802,겁나는얼굴,노말,0,데스판
12803,놀래키기,고스트,30,데스판
12804,방어,노말,0,데스판
12805,흑안개,얼음,0,데스판
12806,나이트헤드,고스트,0,데스판
12807,사슬묶기,노말,0,데스판
12808,세차게휘두르기,악,60,데스판
12809,트릭가드,페어리,0,데스판
12810,병상첨병,고스트,65,데스판
12811,검은눈빛,노말,0,데스판
12812,힘껏치기,노말,80,데스판
12813,저주,고스트,0,데스판
12814,섀도볼,고스트,80,데스판
12815,지진,땅,100,데스판
12816,파워셰어,에스퍼,0,데스판
12817,가드셰어,에스퍼,0,데스판
12818,길동무,고스트,0,데스판
12819,몸통박치기,노말,40,마빌크
